;L. Cabrera;21 ans;-;-;-;-;-;20132014;Défenseurs;
;Kiko Femenía;21 ans;-;-;-;-;-;20132014;Défenseurs;
2;Dani Carvajal;20 ans;31;2;-;-;-;20132014;Défenseurs;
2;Arbeloa;29 ans;18;-;-;-;-;20132014;Défenseurs;
3;Pepe;29 ans;30;4;-;-;-;20132014;Défenseurs;
4;Sergio Ramos;26 ans;32;4;-;-;-;20132014;Défenseurs;
5;R. Varane;19 ans;14;-;-;-;-;20132014;Défenseurs;
6;Nacho;22 ans;12;-;-;-;-;20132014;Défenseurs;
12;Marcelo;24 ans;28;1;-;-;-;20132014;Défenseurs;
15;Fábio Coentrão;24 ans;20;-;-;-;-;20132014;Défenseurs;
37;Diego Llorente;19 ans;1;-;-;-;-;20132014;Défenseurs;
;Rai;19 ans;-;-;-;-;-;20132014;Milieux;
;Cristian Gómez;23 ans;-;-;-;-;-;20132014;Milieux;
8;Kaká;30 ans;-;-;-;-;-;20132014;Milieux;
9;Cristiano Ronaldo;27 ans;30;31;-;-;-;20132014;Milieux;
10;L. Modrić;27 ans;34;1;-;-;-;20132014;Milieux;
22;Xabi Alonso;31 ans;26;-;-;-;-;20132014;Milieux;
22;Isco;20 ans;32;8;-;-;-;20132014;Milieux;
23;M. Özil;24 ans;2;-;-;-;-;20132014;Milieux;
24;S. Khedira;25 ans;13;1;-;-;-;20132014;Milieux;
24;Illarramendi;22 ans;29;2;-;-;-;20132014;Milieux;
27;Lucas Vázquez;21 ans;-;-;-;-;-;20132014;Milieux;
30;Burgui;19 ans;-;-;-;-;-;20132014;Milieux;
34;José Rodríguez;18 ans;-;-;-;-;-;20132014;Milieux;
38;Casemiro;20 ans;12;-;-;-;-;20132014;Milieux;
39;Omar Mascarell;19 ans;-;-;-;-;-;20132014;Milieux;
;Pablo;20 ans;-;-;-;-;-;20132014;Attaquants;
;A. Rozzi;18 ans;-;-;-;-;-;20132014;Attaquants;
9;K. Benzema;25 ans;35;17;-;-;-;20132014;Attaquants;
11;G. Bale;23 ans;27;15;-;-;-;20132014;Attaquants;
22;Á. Di María;24 ans;34;4;-;-;-;20132014;Attaquants;
28;Jesé;19 ans;18;5;-;-;-;20132014;Attaquants;
29;Álvaro Morata;20 ans;23;8;-;-;-;20132014;Attaquants;
39;Willian José;21 ans;1;-;-;-;-;20132014;Attaquants;
41;Raúl de Tomás;18 ans;-;-;-;-;-;20132014;Attaquants;
;Casillas;32 ans;-;-;-;-;-;20142015;Gardiens;
1;K. Navas;27 ans;6;-;-;11;-;20142015;Gardiens;
25;Fernando Pacheco;21 ans;-;-;-;-;-;20142015;Gardiens;
25;Diego López;32 ans;-;-;-;-;-;20142015;Gardiens;
28;Jesús;25 ans;-;-;-;-;-;20142015;Gardiens;
40;Tomás Mejías;24 ans;-;-;-;-;-;20142015;Gardiens;
;P. Lienhart;17 ans;-;-;-;-;-;20142015;Défenseurs;
;Jaime Sánchez;18 ans;-;-;-;-;-;20142015;Défenseurs;
;G. Varela;20 ans;-;-;-;-;-;20142015;Défenseurs;
2;Arbeloa;30 ans;22;1;5;18;19;20142015;Défenseurs;
2;Dani Carvajal;21 ans;30;-;3;62;56;20142015;Défenseurs;
3;Pepe;30 ans;27;2;2;35;50;20142015;Défenseurs;
4;Sergio Ramos;27 ans;27;4;1;36;65;20142015;Défenseurs;
5;R. Varane;20 ans;27;-;-;25;52;20142015;Défenseurs;
6;Nacho;23 ans;14;1;-;16;22;20142015;Défenseurs;
12;Marcelo;25 ans;34;2;7;59;43;20142015;Défenseurs;
15;Fábio Coentrão;25 ans;18;-;-;14;14;20142015;Défenseurs;
34;Casado;24 ans;-;-;-;-;-;20142015;Défenseurs;
37;Diego Llorente;20 ans;-;-;-;-;-;20142015;Défenseurs;
42;Derik Osede;20 ans;-;-;-;-;-;20142015;Défenseurs;
;Jaime Romero;23 ans;-;-;-;-;-;20142015;Milieux;
;Lucas Torró;19 ans;-;-;-;-;-;20142015;Milieux;
;Melero;19 ans;-;-;-;-;-;20142015;Milieux;
8;T. Kroos;23 ans;36;2;7;2353;28;20142015;Milieux;
10;J. Rodríguez;22 ans;29;13;13;1431;39;20142015;Milieux;
10;L. Modrić;28 ans;16;1;3;971;12;20142015;Milieux;
16;Lucas Silva;20 ans;16;-;-;464;6;20142015;Milieux;
22;Xabi Alonso;32 ans;-;-;-;-;-;20142015;Milieux;
22;Isco;21 ans;34;4;9;1747;29;20142015;Milieux;
22;Á. Di María;25 ans;-;-;-;-;-;20142015;Milieux;
24;S. Khedira;26 ans;-;-;-;-;-;20142015;Milieux;
24;Illarramendi;23 ans;30;-;-;1008;4;20142015;Milieux;
26;Álvaro Medrán;19 ans;-;-;-;-;-;20142015;Milieux;
26;M. Ødegaard;15 ans;-;-;-;-;-;20142015;Milieux;
27;Lucas Vázquez;22 ans;-;-;-;-;-;20142015;Milieux;
30;Burgui;20 ans;-;-;-;-;-;20142015;Milieux;
32;Sergio Aguza;21 ans;-;-;-;-;-;20142015;Milieux;
34;José Rodríguez;19 ans;-;-;-;-;-;20142015;Milieux;
36;Marcos Llorente;18 ans;-;-;-;-;-;20142015;Milieux;
37;Javi Muñoz;18 ans;-;-;-;-;-;20142015;Milieux;
38;Casemiro;21 ans;-;-;-;-;-;20142015;Milieux;
;J. Hernández;25 ans;-;-;-;-;-;20142015;Attaquants;
9;Cristiano Ronaldo;28 ans;35;48;16;182;54;20142015;Attaquants;
9;K. Benzema;26 ans;29;15;10;57;32;20142015;Attaquants;
11;G. Bale;24 ans;31;13;9;84;65;20142015;Attaquants;
28;Jesé;20 ans;16;3;2;7;18;20142015;Attaquants;
29;Álvaro Morata;21 ans;-;-;-;-;-;20142015;Attaquants;
41;Raúl de Tomás;19 ans;-;-;-;-;-;20142015;Attaquants;
43;Borja Mayoral;16 ans;-;-;-;-;-;20142015;Attaquants;
;Alfonso Herrero;21 ans;-;-;-;-;-;20162017;Gardiens;
1;K. Navas;29 ans;41;-;-;120;-;20162017;Gardiens;
13;Kiko Casilla;29 ans;22;-;1;55;1;20162017;Gardiens;
25;Rubén Yáñez;22 ans;4;-;-;3;-;20162017;Gardiens;
30;L. Zidane;17 ans;-;-;-;-;-;20162017;Gardiens;
32;Á. Craninx;20 ans;-;-;-;-;-;20162017;Gardiens;
;Sergio Reguilón;19 ans;-;-;-;-;-;20162017;Défenseurs;
;Héctor Martínez;21 ans;-;-;-;-;-;20162017;Défenseurs;
;José León;20 ans;-;-;-;-;-;20162017;Défenseurs;
;Hermoso;20 ans;-;-;-;-;-;20162017;Défenseurs;
;Fran Rodríguez;20 ans;-;-;-;-;-;20162017;Défenseurs;
2;Dani Fernández;18 ans;-;-;-;-;-;20162017;Défenseurs;
2;Arbeloa;32 ans;-;-;-;-;-;20162017;Défenseurs;
2;Dani Carvajal;23 ans;44;-;11;72;81;20162017;Défenseurs;
3;Pepe;32 ans;18;2;1;15;30;20162017;Défenseurs;
4;Sergio Ramos;29 ans;45;10;2;51;100;20162017;Défenseurs;
5;R. Varane;22 ans;42;4;2;37;62;20162017;Défenseurs;
6;Nacho;25 ans;43;4;3;56;89;20162017;Défenseurs;
12;Marcelo;27 ans;50;6;15;61;79;20162017;Défenseurs;
15;Fábio Coentrão;27 ans;6;-;1;-;9;20162017;Défenseurs;
23;Danilo;24 ans;29;2;3;50;58;20162017;Défenseurs;
26;L. Quezada;19 ans;-;-;-;-;-;20162017;Défenseurs;
32;P. Lienhart;19 ans;4;-;-;2;-;20162017;Défenseurs;
34;A. Hakimi;17 ans;2;-;-;1;2;20162017;Défenseurs;
34;Álvaro Tejero;19 ans;6;-;1;2;11;20162017;Défenseurs;
;Omar Mascarell;22 ans;-;-;-;-;-;20162017;Milieux;
;Francisco Tena;22 ans;-;-;-;-;-;20162017;Milieux;
;Fran Ganfornina;19 ans;-;-;-;-;-;20162017;Milieux;
;Lucas Silva;22 ans;-;-;-;-;-;20162017;Milieux;
;Burgui;22 ans;-;-;-;-;-;20162017;Milieux;
;E. Zidane;20 ans;4;1;-;81;2;20162017;Milieux;
;Borja Sánchez;19 ans;-;-;-;-;-;20162017;Milieux;
;Álvaro Jiménez;20 ans;-;-;-;-;-;20162017;Milieux;
6;Álvaro Fidalgo;18 ans;-;-;-;-;-;20162017;Milieux;
7;F. Valverde;17 ans;-;-;-;-;-;20162017;Milieux;
8;T. Kroos;25 ans;49;4;18;3501;38;20162017;Milieux;
10;J. Rodríguez;24 ans;34;12;12;1301;47;20162017;Milieux;
10;L. Modrić;30 ans;42;1;3;2480;28;20162017;Milieux;
14;Casemiro;23 ans;45;6;3;2168;29;20162017;Milieux;
16;M. Kovačić;21 ans;42;2;4;1515;14;20162017;Milieux;
16;Jaume Grau;18 ans;-;-;-;-;-;20162017;Milieux;
17;Toni Segura;17 ans;-;-;-;-;-;20162017;Milieux;
21;D. Cheryshev;25 ans;-;-;-;-;-;20162017;Milieux;
22;Isco;23 ans;44;11;9;1773;34;20162017;Milieux;
27;José Carlos Lazo;19 ans;-;-;-;-;-;20162017;Milieux;
36;Marcos Llorente;20 ans;3;-;-;91;-;20162017;Milieux;
36;Aleix Febas;19 ans;2;-;-;77;-;20162017;Milieux;
;Jean Carlos;19 ans;-;-;-;-;-;20162017;Attaquants;
;J. Gaspar;20 ans;-;-;-;-;-;20162017;Attaquants;
;Isma Cerro;20 ans;-;-;-;-;-;20162017;Attaquants;
;Víctor Campuzano;18 ans;-;-;-;-;-;20162017;Attaquants;
9;K. Benzema;28 ans;47;19;7;92;37;20162017;Attaquants;
9;Cristiano Ronaldo;30 ans;46;42;11;201;42;20162017;Attaquants;
11;G. Bale;26 ans;28;9;3;72;42;20162017;Attaquants;
11;Marco Asensio;19 ans;41;9;6;36;40;20162017;Attaquants;
17;Lucas Vázquez;24 ans;53;4;10;41;48;20162017;Attaquants;
17;Miguel Garci;18 ans;-;-;-;-;-;20162017;Attaquants;
21;Álvaro Morata;23 ans;46;21;5;74;30;20162017;Attaquants;
26;M. Ødegaard;17 ans;12;-;3;6;15;20162017;Attaquants;
28;Jesé;22 ans;1;-;-;-;1;20162017;Attaquants;
37;M. Díaz;22 ans;18;7;2;25;5;20162017;Attaquants;
38;S. Díaz;17 ans;4;-;-;-;-;20162017;Attaquants;
43;Borja Mayoral;18 ans;-;-;-;-;-;20162017;Attaquants;
1;T. Courtois;28 ans;53;-;-;154;2;20212022;Gardiens;
13;A. Lunin;21 ans;6;-;-;19;1;20212022;Gardiens;
26;Diego Piñeiro;16 ans;-;-;-;-;-;20212022;Gardiens;
26;Luis López;19 ans;-;-;-;-;-;20212022;Gardiens;
26;Diego Altube;20 ans;-;-;-;-;-;20212022;Gardiens;
31;Lucas Cañizares;18 ans;-;-;-;-;-;20212022;Gardiens;
40;Toni Fuidias;19 ans;-;-;-;-;-;20212022;Gardiens;
2;Dani Carvajal;28 ans;36;1;4;40;32;20212022;Défenseurs;
3;Éder Militão;22 ans;51;2;2;47;86;20212022;Défenseurs;
4;D. Alaba;28 ans;47;3;4;26;37;20212022;Défenseurs;
4;Sergio Ramos;34 ans;-;-;-;-;-;20212022;Défenseurs;
5;Vallejo;23 ans;8;-;-;5;7;20212022;Défenseurs;
5;R. Varane;27 ans;-;-;-;-;-;20212022;Défenseurs;
6;Nacho;30 ans;44;3;-;25;54;20212022;Défenseurs;
12;Marcelo;32 ans;20;-;2;11;9;20212022;Défenseurs;
19;Odriozola;25 ans;1;-;-;1;-;20212022;Défenseurs;
23;F. Mendy;25 ans;35;2;4;21;25;20212022;Défenseurs;
32;Víctor Chust;20 ans;2;-;-;-;2;20212022;Défenseurs;
34;Mario Gila;20 ans;3;-;-;1;1;20212022;Défenseurs;
35;Miguel Gutiérrez;19 ans;6;-;1;7;2;20212022;Défenseurs;
39;Pablo Ramón;19 ans;-;-;-;-;-;20212022;Défenseurs;
41;Rafa Marín;18 ans;-;-;-;-;-;20212022;Défenseurs;
43;Sergio Santos;19 ans;1;-;-;-;-;20212022;Défenseurs;
8;T. Kroos;30 ans;45;3;3;3122;44;20212022;Milieux;
10;L. Modrić;35 ans;46;3;12;2590;25;20212022;Milieux;
12;E. Camavinga;18 ans;40;2;2;1128;16;20212022;Milieux;
14;Casemiro;28 ans;49;1;3;2702;39;20212022;Milieux;
15;F. Valverde;22 ans;46;1;2;1631;35;20212022;Milieux;
17;Lucas Vázquez;29 ans;43;3;-;1773;13;20212022;Milieux;
19;Dani Ceballos;24 ans;18;-;1;300;6;20212022;Milieux;
21;M. Ødegaard;22 ans;2;-;-;39;-;20212022;Milieux;
22;Isco;28 ans;19;2;-;435;8;20212022;Milieux;
23;Iván Morante;19 ans;1;-;-;5;-;20212022;Milieux;
27;Antonio Blanco;20 ans;4;-;-;100;-;20212022;Milieux;
28;Marvin Park;20 ans;2;-;-;23;-;20212022;Milieux;
32;Carlos Dotor;19 ans;1;-;-;4;-;20212022;Milieux;
33;Sergio Arribas;19 ans;2;-;-;18;2;20212022;Milieux;
44;Peter;18 ans;3;-;-;16;2;20212022;Milieux;
7;Vinícius Júnior;20 ans;53;22;16;84;137;20212022;Attaquants;
7;E. Hazard;29 ans;23;1;2;13;30;20212022;Attaquants;
9;K. Benzema;33 ans;46;44;14;136;48;20212022;Attaquants;
11;Marco Asensio;24 ans;42;12;2;53;30;20212022;Attaquants;
11;Rodrygo;19 ans;51;10;7;51;46;20212022;Attaquants;
16;L. Jović;23 ans;21;1;3;15;5;20212022;Attaquants;
24;M. Díaz;27 ans;12;1;1;12;6;20212022;Attaquants;
29;Juanmi Latasa;19 ans;1;-;-;1;-;20212022;Attaquants;
34;Hugo Duro;21 ans;-;-;-;-;-;20212022;Attaquants;
43;Óscar Aranda;18 ans;-;-;-;-;-;20212022;Attaquants;
1;Moha Ramos;16 ans;-;-;-;-;-;20172018;Gardiens;
1;K. Navas;30 ans;46;-;-;133;2;20172018;Gardiens;
13;Kiko Casilla;30 ans;20;-;-;37;-;20172018;Gardiens;
25;Rubén Yáñez;23 ans;-;-;-;-;-;20172018;Gardiens;
30;L. Zidane;18 ans;2;-;-;2;-;20172018;Gardiens;
;Jaime Sánchez;21 ans;-;-;-;-;-;20172018;Défenseurs;
;Dani Fernández;19 ans;-;-;-;-;-;20172018;Défenseurs;
;Héctor Martínez;22 ans;-;-;-;-;-;20172018;Défenseurs;
2;Dani Carvajal;24 ans;43;-;6;67;73;20172018;Défenseurs;
3;Pepe;33 ans;-;-;-;-;-;20172018;Défenseurs;
3;Vallejo;19 ans;28;-;-;20;40;20172018;Défenseurs;
4;Sergio Ramos;30 ans;43;5;1;50;76;20172018;Défenseurs;
5;R. Varane;23 ans;46;-;1;39;66;20172018;Défenseurs;
6;Nacho;26 ans;46;4;-;66;79;20172018;Défenseurs;
12;Marcelo;28 ans;46;5;11;54;49;20172018;Défenseurs;
15;Fábio Coentrão;28 ans;-;-;-;-;-;20172018;Défenseurs;
15;T. Hernández;19 ans;27;-;3;30;23;20172018;Défenseurs;
23;Sotillos;18 ans;-;-;-;-;-;20172018;Défenseurs;
23;Sergio Reguilón;20 ans;-;-;-;-;-;20172018;Défenseurs;
23;Danilo;25 ans;-;-;-;-;-;20172018;Défenseurs;
24;Javi Hernández;18 ans;-;-;-;-;-;20172018;Défenseurs;
26;L. Quezada;20 ans;2;-;-;-;-;20172018;Défenseurs;
33;Manu Hernando;18 ans;4;-;-;6;2;20172018;Défenseurs;
34;Álvaro Tejero;20 ans;5;-;-;4;-;20172018;Défenseurs;
34;A. Hakimi;18 ans;21;2;1;30;20;20172018;Défenseurs;
36;Cobo;18 ans;-;-;-;-;-;20172018;Défenseurs;
39;José León;21 ans;-;-;-;-;-;20172018;Défenseurs;
;Burgui;23 ans;-;-;-;-;-;20172018;Milieux;
;Álvaro Bravo;18 ans;-;-;-;-;-;20172018;Milieux;
;E. Zidane;21 ans;-;-;-;-;-;20172018;Milieux;
;Arturo Molina;20 ans;-;-;-;-;-;20172018;Milieux;
;Fran Ganfornina;20 ans;-;-;-;-;-;20172018;Milieux;
;José Carlos Lazo;20 ans;-;-;-;-;-;20172018;Milieux;
;Borja Sánchez;20 ans;-;-;-;-;-;20172018;Milieux;
;Adrián Mance;20 ans;-;-;-;-;-;20172018;Milieux;
7;Cristian Cedrés;20 ans;-;-;-;-;-;20172018;Milieux;
8;T. Kroos;26 ans;44;5;8;3223;39;20172018;Milieux;
10;L. Modrić;31 ans;45;2;8;2669;39;20172018;Milieux;
10;J. Rodríguez;25 ans;-;-;-;-;-;20172018;Milieux;
11;Marco Asensio;20 ans;55;12;7;1886;62;20172018;Milieux;
12;Tati;18 ans;-;-;-;-;-;20172018;Milieux;
14;Casemiro;24 ans;51;7;4;2618;37;20172018;Milieux;
16;M. Kovačić;22 ans;39;1;3;1604;14;20172018;Milieux;
17;Lucas Vázquez;25 ans;56;8;12;1650;44;20172018;Milieux;
18;Marcos Llorente;21 ans;23;-;1;1061;9;20172018;Milieux;
19;Gori López;18 ans;-;-;-;-;-;20172018;Milieux;
21;Mario Rodríguez;19 ans;-;-;-;-;-;20172018;Milieux;
22;Isco;24 ans;52;8;10;2604;64;20172018;Milieux;
24;Dani Ceballos;20 ans;50;4;-;2018;26;20172018;Milieux;
26;M. Ødegaard;18 ans;-;-;-;-;-;20172018;Milieux;
27;Álvaro;18 ans;-;-;-;-;-;20172018;Milieux;
33;Jaime Seoane;19 ans;1;-;-;7;-;20172018;Milieux;
36;Álvaro Fidalgo;19 ans;-;-;-;-;-;20172018;Milieux;
39;Jaume Grau;19 ans;-;-;-;-;-;20172018;Milieux;
;J. Gaspar;21 ans;-;-;-;-;-;20172018;Attaquants;
;Miguel Garci;19 ans;-;-;-;-;-;20172018;Attaquants;
9;Cristiano Ronaldo;31 ans;44;45;9;227;56;20172018;Attaquants;
9;K. Benzema;29 ans;49;12;11;81;50;20172018;Attaquants;
11;G. Bale;27 ans;42;21;5;89;38;20172018;Attaquants;
18;Echu;18 ans;-;-;-;-;-;20172018;Attaquants;
21;Borja Mayoral;19 ans;54;16;6;66;30;20172018;Attaquants;
21;Álvaro Morata;24 ans;-;-;-;-;-;20172018;Attaquants;
27;Cristo González;19 ans;-;-;-;-;-;20172018;Attaquants;
28;Dani Gómez;18 ans;1;-;-;1;-;20172018;Attaquants;
29;Llario;18 ans;-;-;-;-;-;20172018;Attaquants;
32;Óscar Rodríguez;18 ans;5;1;-;6;3;20172018;Attaquants;
34;F. Feuillassier;18 ans;3;-;-;1;3;20172018;Attaquants;
37;M. Díaz;23 ans;-;-;-;-;-;20172018;Attaquants;
;Moha Ramos;18 ans;-;-;-;-;-;20192020;Gardiens;
1;T. Courtois;26 ans;47;-;-;117;-;20192020;Gardiens;
1;K. Navas;32 ans;5;-;-;20;-;20192020;Gardiens;
1;A. Areola;25 ans;9;-;-;18;-;20192020;Gardiens;
13;Kiko Casilla;32 ans;-;-;-;-;-;20192020;Gardiens;
13;A. Lunin;19 ans;1;-;-;1;-;20192020;Gardiens;
26;Diego Altube;18 ans;-;-;-;-;-;20192020;Gardiens;
26;Luis López;17 ans;-;-;-;-;-;20192020;Gardiens;
30;L. Zidane;20 ans;-;-;-;-;-;20192020;Gardiens;
30;Toni Fuidias;17 ans;-;-;-;-;-;20192020;Gardiens;
;T. Hernández;21 ans;-;-;-;-;-;20192020;Défenseurs;
;A. Hakimi;20 ans;-;-;-;-;-;20192020;Défenseurs;
2;Dani Carvajal;26 ans;48;1;7;66;52;20192020;Défenseurs;
3;Vallejo;21 ans;-;-;-;-;-;20192020;Défenseurs;
3;Éder Militão;20 ans;21;-;-;23;32;20192020;Défenseurs;
4;Sergio Ramos;32 ans;49;13;-;42;79;20192020;Défenseurs;
5;R. Varane;25 ans;48;3;1;31;53;20192020;Défenseurs;
6;Nacho;28 ans;16;4;-;18;20;20192020;Défenseurs;
12;Marcelo;30 ans;29;2;6;21;27;20192020;Défenseurs;
19;Odriozola;23 ans;20;-;2;6;8;20192020;Défenseurs;
20;Rubén Pulido;18 ans;-;-;-;-;-;20192020;Défenseurs;
23;F. Mendy;23 ans;34;1;2;33;31;20192020;Défenseurs;
23;B. Garay;18 ans;-;-;-;-;-;20192020;Défenseurs;
23;Sergio Reguilón;22 ans;-;-;-;-;-;20192020;Défenseurs;
26;Dela;19 ans;5;-;-;1;1;20192020;Défenseurs;
28;Zekri;18 ans;-;-;-;-;-;20192020;Défenseurs;
31;Javi Sánchez;21 ans;-;-;-;-;-;20192020;Défenseurs;
35;Miguel Gutiérrez;17 ans;1;-;-;-;-;20192020;Défenseurs;
39;Javi Hernández;20 ans;2;1;-;1;1;20192020;Défenseurs;
;Reinier;16 ans;-;-;-;-;-;20192020;Milieux;
7;Vinícius Júnior;18 ans;44;5;4;797;39;20192020;Milieux;
8;T. Kroos;28 ans;51;6;9;3558;62;20192020;Milieux;
8;Galván;19 ans;-;-;-;-;-;20192020;Milieux;
10;L. Modrić;33 ans;45;5;7;2089;37;20192020;Milieux;
14;Casemiro;26 ans;47;5;5;2940;51;20192020;Milieux;
15;F. Valverde;20 ans;47;2;5;1744;27;20192020;Milieux;
16;J. Rodríguez;27 ans;14;1;2;492;15;20192020;Milieux;
17;Lucas Vázquez;27 ans;29;3;2;716;12;20192020;Milieux;
18;Marcos Llorente;23 ans;-;-;-;-;-;20192020;Milieux;
21;M. Ødegaard;20 ans;-;-;-;-;-;20192020;Milieux;
21;Fran Rivera;18 ans;-;-;-;-;-;20192020;Milieux;
24;A. Țîrlea;18 ans;-;-;-;-;-;20192020;Milieux;
24;Dani Ceballos;22 ans;-;-;-;-;-;20192020;Milieux;
26;T. Kubo;17 ans;4;-;-;56;4;20192020;Milieux;
27;Carlos Algarra;18 ans;-;-;-;-;-;20192020;Milieux;
33;Jaime Seoane;21 ans;4;-;-;63;-;20192020;Milieux;
36;Álvaro Fidalgo;21 ans;1;-;-;26;-;20192020;Milieux;
39;Jaume Grau;21 ans;-;-;-;-;-;20192020;Milieux;
;Diego Hernández;19 ans;-;-;-;-;-;20192020;Attaquants;
7;E. Hazard;27 ans;28;2;4;32;81;20192020;Attaquants;
9;K. Benzema;31 ans;54;31;12;158;52;20192020;Attaquants;
11;G. Bale;29 ans;22;4;2;40;22;20192020;Attaquants;
11;Rodrygo;17 ans;28;7;3;22;40;20192020;Attaquants;
11;Marco Asensio;22 ans;12;4;1;10;6;20192020;Attaquants;
16;Borja Mayoral;21 ans;-;-;-;-;-;20192020;Attaquants;
18;L. Jović;21 ans;31;2;2;18;10;20192020;Attaquants;
21;Brahim Díaz;19 ans;10;1;1;7;7;20192020;Attaquants;
22;Isco;26 ans;36;3;2;31;52;20192020;Attaquants;
24;M. Díaz;25 ans;9;2;-;15;3;20192020;Attaquants;
27;Cristo González;21 ans;-;-;-;-;-;20192020;Attaquants;
1;A. Areola;26 ans;-;-;-;-;-;20202021;Gardiens;
1;T. Courtois;27 ans;51;-;-;116;1;20202021;Gardiens;
13;A. Lunin;20 ans;1;-;-;1;-;20202021;Gardiens;
26;Luis López;18 ans;-;-;-;-;-;20202021;Gardiens;
26;Diego Altube;19 ans;-;-;-;-;-;20202021;Gardiens;
42;Lucas Cañizares;17 ans;-;-;-;-;-;20202021;Gardiens;
;Sergio Reguilón;23 ans;-;-;-;-;-;20202021;Défenseurs;
2;Dani Carvajal;27 ans;15;-;2;21;15;20202021;Défenseurs;
3;Éder Militão;21 ans;21;2;1;20;29;20202021;Défenseurs;
4;Sergio Ramos;33 ans;21;4;1;13;26;20202021;Défenseurs;
5;Vallejo;22 ans;-;-;-;-;-;20202021;Défenseurs;
5;R. Varane;26 ans;41;2;-;18;50;20202021;Défenseurs;
6;Nacho;29 ans;33;1;-;22;52;20202021;Défenseurs;
12;Marcelo;31 ans;19;-;4;26;11;20202021;Défenseurs;
17;Lucas Vázquez;28 ans;34;2;7;51;26;20202021;Défenseurs;
19;Odriozola;24 ans;16;2;-;10;7;20202021;Défenseurs;
23;F. Mendy;24 ans;38;2;-;22;39;20202021;Défenseurs;
32;Víctor Chust;19 ans;3;-;-;1;3;20202021;Défenseurs;
35;Miguel Gutiérrez;18 ans;6;-;1;-;5;20202021;Défenseurs;
39;Pablo Ramón;18 ans;-;-;-;-;-;20202021;Défenseurs;
39;Javi Hernández;21 ans;-;-;-;-;-;20202021;Défenseurs;
43;Sergio Santos;18 ans;-;-;-;-;-;20202021;Défenseurs;
;T. Kubo;18 ans;-;-;-;-;-;20202021;Milieux;
;Dani Ceballos;23 ans;-;-;-;-;-;20202021;Milieux;
8;T. Kroos;29 ans;42;3;12;3047;39;20202021;Milieux;
10;L. Modrić;34 ans;48;6;6;3071;36;20202021;Milieux;
14;Casemiro;27 ans;46;7;5;2677;44;20202021;Milieux;
16;J. Rodríguez;28 ans;-;-;-;-;-;20202021;Milieux;
21;M. Ødegaard;21 ans;9;-;-;240;2;20202021;Milieux;
22;Isco;27 ans;29;-;2;858;13;20202021;Milieux;
27;Antonio Blanco;19 ans;4;-;-;167;1;20202021;Milieux;
28;Marvin Park;19 ans;4;-;1;70;1;20202021;Milieux;
33;Sergio Arribas;18 ans;10;-;-;109;1;20202021;Milieux;
7;E. Hazard;28 ans;21;4;2;14;29;20202021;Attaquants;
7;Vinícius Júnior;19 ans;49;6;4;40;70;20202021;Attaquants;
9;K. Benzema;32 ans;46;30;9;123;51;20202021;Attaquants;
11;Rodrygo;18 ans;33;2;7;19;26;20202021;Attaquants;
11;G. Bale;30 ans;-;-;-;-;-;20202021;Attaquants;
11;Marco Asensio;23 ans;48;7;2;41;43;20202021;Attaquants;
15;F. Valverde;21 ans;33;3;1;21;32;20202021;Attaquants;
16;Borja Mayoral;22 ans;2;-;-;-;-;20202021;Attaquants;
18;L. Jović;22 ans;5;-;-;8;2;20202021;Attaquants;
21;Brahim Díaz;20 ans;-;-;-;-;-;20202021;Attaquants;
24;M. Díaz;26 ans;22;1;-;16;8;20202021;Attaquants;
34;Hugo Duro;20 ans;3;-;-;1;1;20202021;Attaquants;
43;Óscar Aranda;17 ans;-;-;-;-;-;20202021;Attaquants;
1;T. Courtois;25 ans;35;-;-;94;1;20182019;Gardiens;
1;K. Navas;31 ans;20;-;-;48;-;20182019;Gardiens;
13;Kiko Casilla;31 ans;1;-;-;1;-;20182019;Gardiens;
27;A. Lunin;18 ans;4;-;-;4;-;20182019;Gardiens;
30;L. Zidane;19 ans;1;-;-;1;-;20182019;Gardiens;
;Fábio Coentrão;29 ans;-;-;-;-;-;20182019;Défenseurs;
2;Dani Carvajal;25 ans;36;1;6;39;43;20182019;Défenseurs;
3;Vallejo;20 ans;16;2;-;16;24;20182019;Défenseurs;
4;Sergio Ramos;31 ans;40;10;1;45;56;20182019;Défenseurs;
5;R. Varane;24 ans;40;2;-;22;45;20182019;Défenseurs;
6;Nacho;27 ans;33;-;1;31;59;20182019;Défenseurs;
12;Marcelo;29 ans;32;3;6;29;21;20182019;Défenseurs;
15;T. Hernández;20 ans;1;-;1;-;1;20182019;Défenseurs;
19;Odriozola;22 ans;48;2;12;66;44;20182019;Défenseurs;
23;Sergio Reguilón;21 ans;48;-;6;72;74;20182019;Défenseurs;
26;Dela;18 ans;-;-;-;-;-;20182019;Défenseurs;
26;L. Quezada;21 ans;-;-;-;-;-;20182019;Défenseurs;
31;Sergio López;18 ans;2;-;-;2;-;20182019;Défenseurs;
31;Javi Sánchez;20 ans;8;1;-;5;12;20182019;Défenseurs;
39;José León;22 ans;2;-;-;1;2;20182019;Défenseurs;
3;Fran García;18 ans;1;-;1;34;-;20182019;Milieux;
8;T. Kroos;27 ans;43;1;6;3185;32;20182019;Milieux;
10;L. Modrić;32 ans;43;4;8;2455;35;20182019;Milieux;
14;Casemiro;25 ans;40;4;-;2203;35;20182019;Milieux;
15;F. Valverde;19 ans;27;-;-;866;11;20182019;Milieux;
